# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "annotations.gtf" "-o" "results/gene_counts.txt" "-T" "4" "results/aligned_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/aligned_Aligned.sortedByCoord.out.bam
ENSG00000307538	22;22	38441894;38443971	38442183;38444278	-;-	598	0
ENSG00000307555	22;22	50797082;50798788	50797504;50798991	-;-	627	0
ENSG00000307556	22;22;22	31142563;31146944;31150042	31142691;31147062;31150286	+;+;+	493	0
ENSG00000307561	22;22;22;22;22;22;22;22	30269689;30270214;30279681;30279783;30282531;30284230;30284230;30284230	30269840;30270826;30279864;30279864;30282682;30284360;30284351;30284363	-;-;-;-;-;-;-;-	1235	0
ENSG00000289888	22	30271079	30272071	+	993	0
ENSG00000307596	22	30266877	30267283	-	407	0
ENSG00000203280	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	25102417;25102419;25102419;25102433;25108200;25110001;25110001;25110958;25110958;25110958;25112187;25112187;25112187;25112187;25112187;25112617;25112617	25102918;25102918;25102918;25102918;25108418;25110118;25110118;25110997;25110997;25110997;25112333;25112342;25112423;25112352;25112423;25112716;25112692	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1216	0
ENSG00000307622	22;22;22;22;22	20563737;20563741;20565386;20566826;20566826	20564655;20564655;20565735;20566947;20567074	-;-;-;-;-	1518	0
ENSG00000307633	22	25111206	25111778	+	573	0
ENSG00000236858	22;22;22;22;22	27048144;27057510;27060109;27060109;27060988	27050116;27058019;27060518;27060538;27061247	-;-;-;-;-	3173	0
ENSG00000307654	22	20080798	20081584	-	787	0
ENSG00000307679	22;22;22;22	27602657;27603608;27604328;27604640	27602735;27603817;27604393;27604882	+;+;+;+	598	0
ENSG00000307720	22;22	12279848;12280808	12280331;12281130	+;+	807	0
ENSG00000307761	22;22;22;22	49036843;49043305;49044804;49044804	49036926;49043562;49045976;49045629	+;+;+;+	1515	0
ENSG00000286381	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	49043919;49047480;49047491;49047651;49047783;49049395;49049395;49049395;49050356;49050356;49050356;49050356;49051481;49052171;49052364	49045594;49048949;49048949;49048949;49048949;49049546;49049463;49049460;49052069;49052413;49052403;49052549;49051737;49052403;49052413	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5492	0
ENSG00000231933	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	25876854;25883396;25884716;25884716;25892226;25892227;25892227;25892356;25892363;25892398;25892398;25892398;25892400;25892400;25892405;25892414;25892437;25892437;25892437;25892437;25892437;25892437;25892437;25892437;25892438;25892444;25892445;25892465;25894694;25894850;25895098;25895098;25895111;25895111;25895111;25895111;25895111;25895111;25895111;25895142;25895338;25896273;25896273;25896276;25896996;25897464;25898384;25898384;25898384;25898384;25898384;25898384;25898384;25898384;25898384;25898384;25898384;25898604;25898604;25898604;25898933;25899716;25899716;25899716;25899716;25899716;25899716;25899716;25899716;25899716;25899716;25899716;25899716;25899716;25899716;25899716;25900270;25900270;25900270;25900270;25900365;25900365;25900679;25900825;25900825;25900825;25900825;25900825;25900825;25900825;25900899;25902986;25902986	25877301;25883700;25884883;25884883;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25892640;25895268;25895370;25895268;25895643;25895370;25895370;25895268;25895268;25895595;25895268;25895268;25895498;25895498;25896744;25896847;25896756;25897596;25898044;25898441;25898441;25898916;25898752;25898441;25898441;25898441;25898441;25898441;25898441;25898441;25898633;25898994;25898998;25899618;25899827;25899884;25899827;25899820;25899884;25899884;25899884;25899884;25899884;25899884;25899884;25899884;25899884;25899884;25899884;25900329;25900329;25900630;25900622;25900537;25900473;25901016;25901036;25901067;25901067;25901010;25901033;25901050;25901042;25900998;25903247;25903246	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6326	0
ENSG00000307798	22;22;22;22;22;22	42857027;42857430;42871231;42871275;42871985;42871985	42857222;42857587;42871503;42871503;42872514;42872515	+;+;+;+;+;+	1158	0
ENSG00000307847	22;22;22;22	42787588;42787719;42790372;42790719	42787993;42787993;42790482;42791148	-;-;-;-	947	0
ENSG00000307862	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	45639639;45645153;45645843;45645861;45645947;45645980;45646520;45646759;45646759;45646759;45647147;45647147;45649639;45649639;45650867;45656009	45639943;45645411;45646108;45646125;45646108;45646108;45646636;45646880;45646880;45646789;45647328;45647371;45649703;45649703;45651018;45656759	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2279	0
ENSG00000307928	22	49668698	49669409	-	712	0
ENSG00000277870	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	18233500;18234596;18418832;18418897;18418924;18422241;18422244;18422244;18422244;18424847;18424847;18424850;18424850;18424977;18424977;18424977;18424977;18424977;18425504;18425504;18425504;18425504;18425504;18425504;18425504;18425504;18425504;18428475;18428475;18487126;18487139;18487139;18489205;18489205;18489205;18489732;18489732;18489732;18491986;18493970;18494221;18494560;18494560;18494560;18494859;18495362;18495362;18495362;18500156	18233744;18234654;18419033;18419033;18419033;18422347;18422347;18422347;18422347;18425035;18425035;18425035;18425035;18425035;18425035;18425035;18425035;18425035;18425680;18425690;18425691;18425690;18425688;18425686;18425686;18425528;18425528;18428561;18428561;18487204;18487204;18487204;18489266;18489266;18489266;18490146;18489905;18489765;18494026;18494026;18494294;18494632;18494683;18494632;18494899;18495773;18495515;18495516;18500594	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4764	0
ENSG00000308315	22;22	27020663;27023223	27022709;27023389	-;-	2214	0
ENSG00000187979	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	18178026;18178026;18178028;18178031;18178031;18178031;18178036;18178038;18180307;18183110;18183110;18183110;18183110;18183110;18183110;18183110;18183111;18183727;18183943;18183943;18183943;18183943;18183943;18183994;18183994;18184332;18184332;18184600;18184600;18188623;18188623;18189122;18189122;18191183;18191183;18195995;18195995;18196157;18196157;18198683;18199025;18199027;18199028;18199028;18199028;18199028;18199028;18199028;18199032;18199190;18199190;18199190;18199190;18199683;18199683;18199683;18199683;18199683;18199683;18199683;18199683;18199683;18199683;18199683;18199683;18199683;18199683;18202070;18202070;18202335;18202335;18202335;18202335;18202335;18203179;18203179;18205775;18205775;18205775;18205775;18205775;18205775;18205775	18178465;18178376;18178465;18178465;18178465;18178465;18178465;18178465;18180423;18183264;18183211;18183264;18183264;18183264;18183211;18184066;18183264;18183767;18184066;18184066;18184066;18184066;18184066;18184066;18184069;18184419;18184385;18184657;18184681;18188656;18188656;18189183;18189183;18191248;18191248;18196243;18196243;18196243;18196243;18199214;18199214;18199214;18199214;18199214;18199214;18199214;18199214;18199214;18199214;18199214;18199214;18199214;18199214;18199868;18199741;18199741;18199741;18199871;18199871;18199741;18199741;18199868;18199871;18199741;18199741;18199741;18199741;18202116;18202116;18202441;18202441;18202449;18202476;18202434;18203288;18203315;18205917;18205884;18205874;18205991;18205986;18205878;18205915	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3362	0
ENSG00000280418	22;22;22	18951934;18956552;18957964	18959512;18956690;18958315	-;-;-	7579	0
ENSG00000288811	22;22;22;22;22;22;22	18348975;18349905;18349932;18356443;18360564;18360564;18360564	18349366;18349998;18350514;18356630;18361192;18361189;18361189	+;+;+;+;+;+;+	1819	0
ENSG00000274044	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	18361820;18361830;18366901;18366901;18367518;18367785;18368391;18370585;18370666;18372923;18372923;18372923;18372923;18373422;18373422;18373422;18373422;18375484;18375484;18375484;18375484;18380456;18380456;18380456;18380456;18383325;18383487;18383487;18383487;18383487;18383980;18383980;18383980;18383980;18383980;18386386;18386386;18386386;18386386;18389909;18390819	18362257;18362257;18367857;18367055;18367558;18367857;18370713;18370713;18370713;18372956;18372956;18372956;18372956;18373483;18373483;18373483;18373483;18375549;18375549;18375549;18375549;18380542;18380542;18380542;18380542;18383511;18383511;18383511;18383511;18383511;18384038;18384038;18384038;18384038;18384038;18386487;18386480;18386526;18386597;18389967;18391105	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4771	0
ENSG00000308374	22;22	18412708;18415401	18412987;18415484	-;-	364	0
ENSG00000308395	22;22	18416727;18418809	18416988;18418871	-;-	325	0
ENSG00000308419	22;22	18205937;18207653	18205999;18207914	+;+	325	0
ENSG00000308444	22;22;22	50641978;50645841;50652528	50642229;50645880;50653123	+;+;+	888	0
ENSG00000234300	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	44606289;44606290;44606290;44606290;44606293;44606318;44606318;44606326;44606916;44606916;44606931;44606931;44606931;44606931;44606931;44608649;44618478;44618478;44622287;44622287;44622287;44622287;44622398;44622607;44622607;44622607;44622607;44622607;44623597;44625317;44625317;44625317	44606645;44606645;44606645;44606645;44606645;44606645;44606645;44606645;44607048;44607048;44607048;44607048;44607048;44607048;44607048;44608769;44618582;44618683;44622456;44622456;44622456;44622456;44622456;44622818;44622723;44622723;44622723;44622723;44624026;44625411;44625411;44625431	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1744	0
ENSG00000308520	22;22	44624072;44624553	44624156;44624796	+;+	329	0
ENSG00000308539	22;22;22;22	27825475;27825478;27827641;27827641	27825753;27825756;27827927;27827780	-;-;-;-	569	0
ENSG00000235989	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	30922294;30922314;30922321;30922330;30922333;30922345;30922354;30922370;30922410;30922449;30923246;30923246;30923246;30924703;30924729;30924729;30924729;30924729;30929877;30929877;30930347;30930428;30932211	30922515;30922515;30922515;30922515;30922945;30922515;30922515;30922515;30922515;30922515;30923611;30923451;30923422;30925192;30925709;30926654;30926586;30926550;30929995;30929995;30930633;30930631;30932449	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3615	0
ENSG00000308679	22	30284434	30284796	-	363	0
ENSG00000223843	22;22;22;22;22;22;22;22;22	43516107;43516138;43516250;43518477;43518477;43518477;43534853;43537441;43558617	43516376;43516376;43516376;43518597;43518597;43518597;43537117;43537699;43560063	+;+;+;+;+;+;+;+;+	4362	0
ENSG00000308760	22;22;22;22;22;22;22;22;22	45024161;45024163;45024163;45024163;45026575;45051693;45061521;45074018;45074018	45024372;45024372;45024372;45024372;45026978;45052165;45061658;45074205;45074184	-;-;-;-;-;-;-;-;-	1415	0
ENSG00000308779	22;22;22;22;22;22;22;22;22	17270097;17270166;17270172;17270189;17271958;17302809;17332193;17347262;17349492	17270414;17270414;17270414;17270414;17272238;17302982;17332492;17347977;17349607	+;+;+;+;+;+;+;+;+	1905	0
ENSG00000308781	22;22;22	45072522;45079758;45090703	45072622;45080190;45091185	+;+;+	1017	0
ENSG00000308791	22;22;22	17314870;17325900;17329122	17315480;17326021;17329205	-;-;-	817	0
ENSG00000223726	22;22;22;22;22;22;22;22;22;22;22;22	27292307;27296129;27296129;27296129;27296188;27299340;27299340;27307248;27317519;27318096;27318153;27318153	27292642;27296844;27296844;27296844;27296844;27299440;27299554;27307565;27317627;27318523;27318538;27318538	-;-;-;-;-;-;-;-;-;-;-;-	2137	0
ENSG00000308799	22;22	30990425;30992557	30990739;30992650	-;-	409	0
ENSG00000226741	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	27307777;27307787;27307791;27307802;27307802;27309079;27310651;27310845;27311468;27314761;27314761;27316804;27316804;27316804;27317138	27308035;27308035;27308035;27308035;27308035;27309631;27315049;27312015;27311691;27315049;27315049;27318501;27317456;27317011;27317457	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6909	0
ENSG00000290799	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	21035233;21035238;21035238;21035238;21035243;21035243;21035250;21035250;21035250;21035253;21035254;21035255;21035255;21035255;21035255;21035255;21035255;21035255;21035256;21035258;21039635;21042343;21042343;21042343;21042343;21042343;21042343;21042343;21042343;21042343;21042343;21042343;21042343;21042343;21042343;21042343;21044149;21044149;21044149;21044149;21044149;21044149;21044149;21044149;21044149;21044149;21044884;21044884;21044884;21044884;21044884;21044884;21044884;21044884;21044889;21044889;21044889;21044962;21044962;21044962;21044962;21044962;21044962;21044962;21045547;21045547	21035436;21035436;21035436;21035436;21035436;21035436;21035436;21035436;21035436;21035436;21035436;21035436;21035436;21035436;21035436;21035430;21035430;21035436;21035436;21035436;21039781;21042414;21042482;21042482;21042482;21042414;21042482;21042414;21042414;21042414;21042414;21042414;21042414;21042414;21042414;21042414;21044299;21044299;21044299;21044299;21044299;21044299;21044299;21044299;21044299;21044299;21045060;21045064;21045058;21045072;21045100;21045088;21045119;21045292;21045057;21045060;21045082;21045061;21045064;21045064;21045082;21045080;21045085;21045098;21045666;21045741	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1246	0
ENSG00000290847	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	21991099;21991099;21991100;21992217;21992408;21994144;21994144;21995133;21995133;22023294;22025173;22026222;22026222;22043682;22043682	21991754;21991754;21991754;21992307;21992730;21994773;21994773;21995432;21995432;22023430;22026129;22026327;22026327;22043858;22043934	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3453	0
ENSG00000309045	22	42079070	42079950	-	881	0
ENSG00000309048	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	24700916;24700916;24700916;24700916;24700916;24700919;24700925;24700925;24700926;24706948;24707239;24707239;24707239;24707292;24707292;24707292;24707292;24707292;24707500;24707592;24707594;24707594;24707594	24701293;24701297;24701297;24701297;24701297;24701293;24701297;24701293;24701297;24707125;24707524;24707586;24707454;24707559;24707454;24707454;24707658;24707454;24707657;24707724;24707802;24707678;24707809	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1131	0
ENSG00000235343	22;22;22;22;22;22;22;22;22;22;22;22	16701499;16702585;16703993;16703993;16717918;16744112;16746628;16746869;16748276;16748276;16748276;16748276	16702203;16702960;16704106;16704106;16717971;16744338;16747739;16747739;16748471;16748483;16748645;16748572	-;-;-;-;-;-;-;-;-;-;-;-	2958	0
ENSG00000236464	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	26068864;26085314;26100281;26108210;26108210;26154606;26156338;26161677;26161835;26161835;26161835;26161835;26164162;26164162;26164162;26164162;26164162	26069005;26085387;26100384;26108275;26108275;26154933;26156431;26161879;26161879;26161879;26161879;26161879;26164303;26164303;26164303;26164303;26164303	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1153	0
ENSG00000229770	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	26161903;26161910;26161912;26161915;26162229;26162229;26162229;26162229;26162749;26163145;26163145;26163145;26164012;26164051;26164051;26164427;26166781;26166781;26166781;26166781;26166781;26167826;26168649;26168649;26169003;26169003;26169003;26169595	26162142;26162142;26162142;26162142;26162282;26162282;26162425;26162282;26163286;26163286;26163286;26163286;26164520;26164520;26164520;26164520;26166929;26166909;26166909;26166909;26166909;26167946;26168749;26168753;26169341;26169157;26169083;26169610	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2214	0
ENSG00000233360	22;22;22;22;22;22;22;22	37641832;37643627;37648323;37649854;37650331;37650703;37658046;37658255	37642964;37643761;37648422;37649925;37650712;37650806;37658341;37658377	-;-;-;-;-;-;-;-	2248	0
ENSG00000309274	22;22;22;22	26091168;26091555;26093008;26098448	26091447;26091729;26093148;26098643	+;+;+;+	792	0
ENSG00000309298	22;22;22;22	26632009;26632010;26646273;26647048	26632533;26632533;26646486;26647837	-;-;-;-	1529	0
ENSG00000286326	22;22;22;22;22;22;22;22;22;22;22;22	26590220;26590220;26596832;26596899;26596994;26596994;26601845;26601848;26607822;26607822;26609159;26610368	26590363;26590363;26597083;26597083;26597083;26597083;26602308;26602309;26608062;26608062;26609311;26611453	+;+;+;+;+;+;+;+;+;+;+;+	2341	0
ENSG00000206028	22;22;22;22;22;22	26667693;26669000;26669294;26671678;26671678;26672709	26668889;26669438;26669438;26671828;26672654;26672997	-;-;-;-;-;-	2902	0
ENSG00000309348	22;22;22;22	26783581;26783581;26784151;26784277	26783991;26783991;26784202;26784399	-;-;-;-	586	0
ENSG00000269220	22;22;22;22;22	17777317;17777321;17777590;17778253;17779964	17779481;17777696;17777696;17779478;17780519	+;+;+;+;+	2721	0
ENSG00000260708	22	46761879	46762613	-	735	0
ENSG00000309628	22;22;22	44706260;44707894;44710664	44706510;44708033;44710768	-;-;-	496	0
ENSG00000309667	22;22;22;22	40685013;40685030;40685502;40708244	40685174;40685174;40685686;40708309	+;+;+;+	413	0
ENSG00000232530	22;22;22;22;22;22;22;22;22;22	30238784;30238785;30238795;30239087;30239087;30239194;30239691;30239943;30239947;30239947	30238971;30238971;30239035;30239348;30239278;30239278;30239821;30240556;30240556;30240538	+;+;+;+;+;+;+;+;+;+	1259	0
ENSG00000278044	22;22;22;22;22;22	18501221;18501224;18501224;18511886;18511886;18512402	18501849;18501849;18501845;18512497;18512424;18512468	-;-;-;-;-;-	1241	0
ENSG00000289564	22;22	21816883;21834770	21817168;21835671	+;+	1188	0
ENSG00000309773	22;22;22;22	32641197;32653895;32654021;32655222	32641315;32653933;32654142;32655339	+;+;+;+	398	0
ENSG00000290950	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	20343198;20343199;20343199;20343199;20343200;20343200;20343202;20343203;20343203;20343203;20343204;20343204;20344233;20344233;20344233;20344233;20344233;20344233;20344233;20344233;20344233;20344233;20344233;20344233;20348758;20348758;20348798;20350313;20350578;20350815;20353495;20353495;20354133;20363625;20363625;20363625;20363625;20363625;20363625;20363625;20363625;20363625;20363625;20363625;20363625;20363625;20363625;20363625;20364186;20364186;20364186;20364186;20364186;20364186;20364186;20364186;20364186;20364186;20364186;20364186;20364186;20364186;20364186;20364385;20364440;20364440;20364660;20364674;20364749;20366567;20366567;20366567;20366567;20366567;20366567;20367548;20367548;20367548;20367548;20367548;20367548;20369429;20369429;20369429;20369429;20369429;20369429;20370120;20370120;20370120;20370120;20371836;20372536;20372536;20372536;20372536;20372536	20343515;20343515;20343515;20343515;20343515;20343515;20343515;20343515;20343515;20343515;20343515;20343515;20344365;20344365;20344365;20344365;20344365;20344365;20344365;20344365;20344365;20344365;20344365;20344365;20349604;20349604;20349604;20350931;20350931;20350931;20353567;20353567;20354387;20363674;20363674;20363674;20363674;20363674;20363674;20363674;20363674;20363674;20363674;20363674;20363674;20363674;20363674;20363674;20364317;20364657;20364480;20364317;20364673;20364704;20364317;20364317;20364317;20364317;20364317;20364317;20364317;20364317;20364317;20364692;20364533;20364660;20364703;20364702;20364929;20366734;20366734;20366734;20366734;20366734;20366734;20367643;20367643;20367643;20367643;20367643;20367643;20369575;20369575;20369575;20369575;20369575;20369575;20370199;20370199;20370199;20370199;20371854;20372688;20372712;20372696;20372718;20372718	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3688	0
ENSG00000188280	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	20337895;20338030;20338060;20338067;20338067;20338067;20338067;20338067;20338805;20338880;20339235;20340867;20340867;20340870;20340996;20340997;20340997;20340997;20340997;20340997;20340997;20340997;20340997;20341524;20341524;20341524;20341524;20341524;20341524;20341524;20341524;20341524;20341524;20341524;20341524;20342132;20342132;20342348;20342348;20342654;20344494;20344494;20344494;20344494;20344494;20344494;20349486;20349486;20349486;20349486;20351555;20351555;20351555;20351555;20352082;20352082;20352082;20352082;20352511;20352511;20354340	20338170;20338170;20338170;20338170;20338170;20338170;20338170;20338170;20339016;20339016;20339281;20341055;20341055;20341055;20341055;20341055;20341055;20341055;20341055;20341055;20341055;20341055;20341055;20341706;20341708;20341710;20341708;20341710;20341656;20341656;20341656;20341548;20341548;20341548;20341548;20342259;20342259;20342435;20342656;20342774;20344765;20344742;20344580;20344580;20344580;20344580;20349551;20349551;20349551;20349551;20351616;20351616;20351616;20351616;20352115;20352115;20352255;20352115;20352641;20354047;20354372	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3610	0
ENSG00000309819	22;22;22;22;22;22	20335732;20335738;20335745;20337844;20337946;20338792	20335997;20335997;20335997;20337907;20337990;20338859	-;-;-;-;-;-	443	0
ENSG00000233179	22;22;22;22	48448890;48449064;48451100;48468321	48449339;48449339;48451217;48468515	+;+;+;+	763	0
ENSG00000309872	22;22;22;22	18727548;18727560;18729926;18730028	18727809;18727809;18730018;18730085	-;-;-;-	413	0
ENSG00000309895	22;22;22;22	40260158;40273343;40276531;40276531	40260368;40273569;40276619;40276693	-;-;-;-	601	0
ENSG00000290920	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	23358949;23358952;23359015;23366278;23366278;23366302;23368121;23368780;23369901;23369903;23369903;23369904;23370065;23370095;23370095;23370133;23370135;23370135;23370358;23370358;23370358;23373630;23373630;23373630;23373630;23373630;23373630;23373630;23373630;23373630;23373630;23373630;23373630;23373630;23373648;23376673;23376673;23376677;23376678;23376749;23376749;23376881;23376881;23376881;23376881;23376881;23376881;23376881;23376881;23376881;23376881;23376881;23376881;23376881;23377681;23380725;23380725;23380725;23380725;23381963;23381963;23381963;23383327;23383327;23383447;23383447;23384023;23387696;23389347;23390605;23390605;23390606;23391359;23391359;23391359;23391359;23391359;23391359;23391360;23391360;23391360;23391361;23391361;23391362;23391377;23391549;23391549;23391549;23392585;23392727;23392727;23392727;23392727;23393926;23393926;23393926;23393926;23393926;23398078;23399584;23399584;23399584;23399584;23399584;23399760;23399760;23399760;23399760;23399760;23399760;23399760;23399760;23399760;23399760;23399760;23399760;23399760;23399760;23399760;23399760;23399760;23401841;23401841;23401841;23401841;23401841;23401841;23401841;23401841;23401841;23402037;23402037;23402037;23402037;23402361;23402361;23402361;23402361;23402361;23402361;23402361;23402361;23402361;23402361;23402361;23402361;23402361;23402361;23402361;23402361	23359753;23359753;23359753;23366418;23366418;23366418;23370462;23368823;23370462;23370462;23370462;23370462;23370462;23370462;23370462;23370462;23370462;23370462;23370462;23370462;23370462;23373748;23373748;23373748;23373748;23373748;23373748;23373748;23373748;23373748;23373748;23373748;23373748;23373748;23373748;23377014;23377014;23377014;23377014;23376995;23377014;23377014;23377014;23377014;23377014;23377071;23377014;23377014;23377014;23377014;23377014;23376896;23377881;23377014;23377931;23380800;23380797;23380803;23380821;23382279;23382279;23382195;23383500;23383520;23383520;23383500;23384179;23387731;23389440;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23391724;23392833;23392833;23392833;23392833;23392833;23394057;23394057;23394057;23394057;23394057;23398106;23400583;23399650;23400583;23400583;23399608;23400583;23400583;23400583;23400583;23400583;23400138;23400583;23400583;23400583;23400583;23400583;23400583;23400583;23400583;23400583;23400583;23400583;23401953;23402167;23401953;23401969;23401953;23401953;23401953;23401953;23401953;23402155;23402155;23402155;23402155;23402470;23402396;23402474;23402478;23402480;23402501;23402512;23402528;23402555;23402572;23402567;23402726;23402519;23402452;23402396;23402500	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8784	0
ENSG00000261202	22;22;22	40042688;40043519;40044176	40044586;40043700;40044522	-;-;-	1899	0
